Ensembl_ID	Gene_Name	1_CompHet_1_F508del_G1061R	2_CompHet_2_F508del_W1282X	3_CompHet_3_F508del_G542X	4_F508del_F508del_1	5_F508del_F508del_2	6_F508del_F508del_3	7_F508del_F508del_4	8_Control_1	9_Control_2	10_Control_3	11_Control_4	12_Control_5	13_Control_6	ERCC1	ERCC2
ENSG00000011258	MBTD1	159	321	1	4	1	0	0	80	0	9	0	0	90	206	242
ENSG00000011260	UTP18	309	478	83	253	3	1	1	373	599	69	145	163	150	860	782
ENSG00000011275	RNF216	561	1296	75	502	4	84	3	896	855	266	1085	816	778	1265	1651
ENSG00000011295	TTC19	976	3162	1702	403	3956	2792	4	1105	1348	1145	1012	2298	1983	1916	2211
ENSG00000011304	PTBP1	2788	7620	2757	3411	87	1627	559	2680	2867	2811	3224	3490	3221	6956	5123
ENSG00000011332	DPF1	0	34	0	0	0	0	0	0	5	0	160	0	0	217	95
ENSG00000011347	SYT7	577	953	560	279	1871	1	2	635	431	327	737	982	766	336	216
ENSG00000011376	LARS2	2	704	91	31	0	0	0	0	200	9	194	61	113	327	304
ENSG00000011405	PIK3C2A	1645	2592	1551	824	6	7	4	1455	844	1342	1113	574	1610	1892	2664
ENSG00000011422	PLAUR	956	854	4001	1576	46154	73657	54974	575	2661	3618	992	1436	761	611	568
ENSG00000011426	ANLN	485	371	25	113	0	1	0	1	311	20	162	8	36	580	784
ENSG00000011451	WIZ	215	529	85	152	1	2	0	120	573	124	449	401	152	934	498
ENSG00000011454	RABGAP1	375	1830	627	1581	3	1580	136	1344	1554	1435	855	1443	1472	2073	2150
ENSG00000011465	DCN	0	281	15	0	0	0	0	0	0	0	0	0	0	109	168
ENSG00000011478	QPCTL	0	4	41	70	0	0	0	3	46	0	50	0	74	116	44
ENSG00000011485	PPP5C	1	73	554	344	0	1	0	272	409	108	297	28	179	415	239
ENSG00000011523	CEP68	229	229	12	368	0	0	1	410	156	56	168	674	119	357	471
ENSG00000011566	MAP4K3	843	219	69	137	0	0	1	58	149	40	39	244	182	439	419
ENSG00000011590	ZBTB32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011600	TYROBP	268	449	11464	1958	8481	21162	43260	564	1123	711	468	849	236	229	163
ENSG00000011638	TMEM159	107	98	213	55	2	0	0	464	474	175	567	268	282	272	204
ENSG00000011677	GABRA3	4	291	5	0	17	14	18	49	1	129	1	3	144	229	270
ENSG00000012048	BRCA1	1	1242	152	113	7	617	1002	202	186	108	717	1	99	1647	1482
ENSG00000012061	ERCC1	147	476	681	304	1	135	6	129	32	234	328	185	282	581	386
ENSG00000012124	CD22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
ENSG00000012171	SEMA3B	75	1285	2	67	1	1	0	153	213	25	114	110	77	1615	1450
ENSG00000012174	MBTPS2	533	659	56	106	0	3	1	737	197	0	0	373	289	675	502
ENSG00000012211	PRICKLE3	1	9	0	0	0	1	0	0	0	77	6	1	0	30	0
ENSG00000012223	LTF	1	123	460	4	0	0	1435	167	3	0	0	43	32	49	2
ENSG00000012232	EXTL3	127	458	373	207	556	35	2112	146	235	465	3	303	47	371	296
ENSG00000012504	NR1H4	0	129	0	0	0	0	0	0	0	0	0	0	0	186	42
ENSG00000012660	ELOVL5	181	2069	962	387	2371	1942	1528	822	619	913	1962	724	1295	2272	1323
ENSG00000012779	ALOX5	7	133	195	0	1831	1398	2681	34	1	116	2	9	43	3	23
ENSG00000012817	KDM5D	0	179	0	0	0	0	0	0	0	115	109	0	4	45	70
ENSG00000012822	CALCOCO1	510	84	4	308	0	617	19	25	71	31	18	173	29	252	91
ENSG00000012963	UBR7	74	506	189	244	1	45	0	499	122	22	80	498	385	1056	611
ENSG00000012983	MAP4K5	460	866	252	670	3	0	2	597	318	1085	547	433	658	707	845
ENSG00000013016	EHD3	277	143	29	121	0	0	0	239	287	166	268	0	109	200	105
ENSG00000013275	PSMC4	525	1500	966	992	1	3	1486	644	210	832	1198	1093	599	1426	861
ENSG00000013288	MAN2B2	243	2071	3420	2178	2	1256	3527	1507	1623	1964	3465	1011	3347	1253	1414
ENSG00000013293	SLC7A14	0	1	0	0	0	0	0	0	0	0	0	2	0	16	9
ENSG00000013297	CLDN11	0	0	40	0	0	0	0	119	0	0	0	0	0	62	12
ENSG00000013306	SLC25A39	1131	3821	2216	1195	8	524	6	1238	772	551	986	3434	1063	2789	1745
ENSG00000013364	MVP	2204	1875	2187	1433	2366	532	4222	1455	1454	1806	3142	2606	1661	1093	439
ENSG00000013374	NUB1	940	2571	2263	4012	7	730	2067	2087	2750	2497	2082	1037	2366	1904	2111
ENSG00000013375	PGM3	734	771	552	1022	1	72	0	111	221	468	510	144	367	927	515
ENSG00000013392	RWDD2A	82	95	15	2	0	1	0	0	48	0	0	123	69	138	103
ENSG00000013441	CLK1	744	971	1219	423	3	5	3280	362	507	666	6	433	866	1284	1126
ENSG00000013503	POLR3B	3	376	0	56	1	0	0	191	442	176	625	46	176	275	224
ENSG00000013523	ANGEL1	0	162	0	0	1	0	0	107	1	4	0	0	10	280	194
ENSG00000013561	RNF14	32	408	159	301	2	785	1	709	1019	229	339	79	720	490	402
ENSG00000013563	DNASE1L1	1	207	18	206	1	561	0	66	69	74	314	1	245	197	189
ENSG00000013573	DDX11	291	727	7	2	0	0	0	137	170	126	53	91	56	655	730
ENSG00000013583	HEBP1	398	585	65	189	0	1	2	329	2	197	302	126	59	1599	693
ENSG00000013588	GPRC5A	4958	5455	4726	7505	4617	2116	10	5639	5634	3299	1894	3794	1410	2716	2081
ENSG00000013619	MAMLD1	0	83	0	21	0	0	77	0	0	0	0	0	31	84	58
ENSG00000013725	CD6	0	212	239	761	1	0	0	1	3	35	149	122	4	150	104
ENSG00000013810	TACC3	294	1261	175	172	2998	3464	6263	72	76	639	232	696	249	1712	1624
ENSG00000014123	UFL1	471	1229	1303	2709	113	4	8	969	615	1097	1274	519	1672	941	762
ENSG00000014138	POLA2	1	178	50	67	0	0	0	462	532	198	154	50	111	289	439
ENSG00000014164	ZC3H3	225	0	359	100	0	2	696	6	0	89	0	2	4	182	72
ENSG00000014216	CAPN1	1191	2234	3982	3234	815	868	808	1607	2223	1954	1144	3413	1863	1097	1035
ENSG00000014257	ACP3	1	168	54	1	1	0	52	0	0	13	25	115	4	13	21
ENSG00000014641	MDH1	860	2973	1102	1331	1	4	5	1731	1044	2026	1811	1349	1833	3209	1952
ENSG00000014824	SLC30A9	293	1470	1389	1233	1862	4	2	1712	872	1261	1783	1151	789	1461	1033
ENSG00000014914	MTMR11	0	123	0	128	0	0	0	187	1	0	0	0	0	77	43
ENSG00000014919	COX15	85	734	182	21	0	2	0	444	250	169	215	299	318	950	637
ENSG00000015133	CCDC88C	135	1454	375	1741	733	9	5	1262	1023	1310	3706	871	2829	964	1126
ENSG00000015153	YAF2	499	333	135	514	243	1	315	321	212	370	0	202	154	593	454
ENSG00000015171	ZMYND11	1135	2260	2950	943	4	4	7	1091	1261	1209	1293	2245	998	1558	1285
ENSG00000015285	WAS	17	472	2826	163	2442	5838	10534	427	414	331	4	215	55	572	358
ENSG00000015413	DPEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
ENSG00000015475	BID	45	833	901	817	1086	5	3946	265	483	357	676	699	452	505	582
ENSG00000015479	MATR3	0	0	0	0	0	0	0	133	0	0	0	0	10	0	0
ENSG00000015520	NPC1L1	0	7	0	0	0	0	0	0	0	0	0	0	0	66	44
ENSG00000015532	XYLT2	118	940	645	3	1899	1	0	310	165	252	603	627	445	591	608
ENSG00000015568	RGPD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015592	STMN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015676	NUDCD3	576	2723	291	1032	1	2	14	537	1155	855	1762	1298	797	1801	1440
ENSG00000016082	ISL1	0	72	2	119	0	0	0	515	0	44	480	162	362	2	5
ENSG00000016391	CHDH	0	237	5	701	0	3	0	208	0	0	255	104	164	349	475
ENSG00000016402	IL20RA	302	849	922	1273	0	3	2	240	380	500	1607	551	342	294	208
ENSG00000016490	CLCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000016602	CLCA4	746	7	1	444	0	683	1	117	858	542	0	131	26	69	13
ENSG00000016864	GLT8D1	0	287	0	114	1	1	0	226	38	77	303	271	530	535	319
ENSG00000017260	ATP2C1	703	1063	60	747	1	386	503	743	1350	890	958	1191	627	889	612
ENSG00000017427	IGF1	256	1	1	299	0	1	0	198	1	47	761	98	466	51	56
ENSG00000017483	SLC38A5	0	1139	119	0	1	1	0	2	1	0	0	0	42	991	631
ENSG00000017797	RALBP1	1419	1189	1278	1698	4590	1927	2502	1514	2476	1462	1168	1143	2110	2012	1666
ENSG00000018189	RUFY3	1082	751	127	658	1	2	2	443	562	522	811	203	157	457	803
ENSG00000018236	CNTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	63	44
ENSG00000018280	SLC11A1	167	156	5135	44	5671	8425	22967	4	669	536	3	347	87	56	44
ENSG00000018408	WWTR1	407	904	429	201	1083	719	0	344	245	937	1316	1596	475	1615	834
ENSG00000018510	AGPS	4	567	192	903	1409	1271	424	89	416	352	745	39	142	961	807
ENSG00000018607	ZNF806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610	CXorf56	395	685	868	65	983	0	354	517	12	201	12	115	198	658	492
ENSG00000018625	ATP1A2	0	82	0	0	0	1	0	0	0	0	0	0	0	83	149
ENSG00000018699	TTC27	0	223	0	0	0	0	0	4	0	104	194	58	150	140	138
ENSG00000018869	ZNF582	0	49	0	0	0	0	0	0	0	0	0	0	79	82	30
ENSG00000019102	VSIG2	1087	4312	1201	2539	8	2	5	4253	3005	3286	2346	1962	4032	1147	385
ENSG00000019144	PHLDB1	0	562	61	1	0	1	2	1	29	1	0	0	1	442	341
ENSG00000019169	MARCO	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
ENSG00000019186	CYP24A1	0	0	0	119	0	1	1	0	5	0	0	0	0	112	39
ENSG00000019485	PRDM11	2	107	0	0	0	1	0	19	82	0	97	4	42	134	57
ENSG00000019505	SYT13	0	116	0	0	0	0	0	0	0	0	0	0	0	54	35
ENSG00000019549	SNAI2	0	42	137	166	0	0	0	0	153	0	124	0	3	212	106
ENSG00000019582	CD74	5744	8686	8686	33727	7540	2926	4630	13867	12797	11227	11209	11856	7337	3570	1143
ENSG00000019991	HGF	0	45	17	0	1	0	277	0	0	0	202	0	0	48	95
ENSG00000019995	ZRANB1	449	1058	529	356	917	4	262	506	185	549	529	628	420	632	544
ENSG00000020129	NCDN	127	612	380	0	0	1	3	288	1	232	391	107	188	97	138
ENSG00000020181	ADGRA2	1	543	15	0	0	2	0	0	0	0	0	1	0	493	248
ENSG00000020219	CCT8L1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256	ZFP64	0	638	173	1	0	0	1	295	160	346	363	9	199	623	406
ENSG00000020426	MNAT1	524	286	42	48	1	1	1	634	464	184	421	93	679	588	179
ENSG00000020577	SAMD4A	0	252	3	151	556	0	0	81	0	109	0	0	30	71	158
ENSG00000020633	RUNX3	219	1386	1693	2080	0	3	869	1525	1099	610	673	306	268	1077	990
ENSG00000020922	MRE11	124	762	185	525	2	2	3	195	260	186	829	376	377	930	993
ENSG00000021300	PLEKHB1	0	214	0	16	0	0	0	21	71	87	234	0	26	158	34
ENSG00000021355	SERPINB1	1778	2038	4913	4531	6684	4857	15559	1847	3582	1290	1789	2820	975	1663	1079
ENSG00000021461	CYP3A43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021488	SLC7A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021574	SPAST	102	694	520	147	0	1	2	34	354	349	517	77	273	511	218
ENSG00000021645	NRXN3	0	0	0	0	0	0	0	194	0	0	0	16	94	26	49
ENSG00000021762	OSBPL5	1	1158	37	491	1	1	1	587	693	603	852	130	682	679	461
ENSG00000021776	AQR	23	1509	437	438	0	0	4	379	516	803	229	686	921	1130	881
ENSG00000021826	CPS1	0	1756	2	4	0	0	1	43	0	0	0	1	0	2342	1528
ENSG00000021852	C8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
ENSG00000022267	FHL1	0	578	1	0	0	0	0	1	1	0	120	0	5	527	366
ENSG00000022277	RTF2	325	1277	2380	761	305	3083	2176	936	1304	821	1086	714	673	1499	1269
ENSG00000022355	GABRA1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	NLRP2	0	177	0	1	0	0	0	0	0	0	0	0	0	114	123
ENSG00000022567	SLC45A4	333	256	1220	340	226	930	3837	350	90	562	747	165	264	248	129
ENSG00000022840	RNF10	2416	2168	2422	2434	4149	7000	12016	2844	2541	1951	2122	2366	2710	1951	2113
ENSG00000022976	ZNF839	1	328	48	45	0	2	7	90	117	192	118	172	108	427	424
ENSG00000023041	ZDHHC6	274	587	502	505	0	0	3	100	321	249	409	3	125	337	578
ENSG00000023171	GRAMD1B	290	676	2	603	4	1	0	380	295	87	14	31	231	902	785
ENSG00000023191	RNH1	179	1888	1253	1377	3	2220	5	1068	1721	386	1348	1123	711	1476	964
ENSG00000023228	NDUFS1	328	2061	1242	784	3	3	5	1450	365	1424	965	1593	1514	1753	1592
ENSG00000023287	RB1CC1	1458	1972	1075	1409	766	3730	1370	1576	1151	2385	2627	1212	1653	1808	2304
ENSG00000023318	ERP44	308	684	418	1657	0	154	302	753	693	787	1731	392	677	1005	685
ENSG00000023330	ALAS1	18	74	247	582	468	1	2	186	585	288	552	501	736	585	202
ENSG00000023445	BIRC3	348	878	980	2883	230	329	130	814	714	751	564	565	938	316	503
ENSG00000023516	AKAP11	134	1004	74	627	1	2	1	280	950	539	627	482	530	785	488
ENSG00000023572	GLRX2	576	791	166	97	0	61	1	293	191	178	59	3	86	838	495
ENSG00000023608	SNAPC1	6	143	74	43	1	243	892	0	194	188	943	92	640	560	695
ENSG00000023697	DERA	1	439	127	186	0	559	0	184	305	134	169	289	346	536	454
ENSG00000023734	STRAP	917	2206	1075	1344	428	428	438	793	667	476	482	561	1190	3441	1892
ENSG00000023839	ABCC2	0	104	0	0	0	0	0	0	0	0	0	1	0	198	227
ENSG00000023892	DEF6	73	486	165	366	747	1	1995	224	232	474	78	251	78	692	529
ENSG00000023902	PLEKHO1	255	971	1204	796	2297	2303	845	482	496	600	35	633	204	840	911
ENSG00000023909	GCLM	2285	2649	3407	2924	520	542	1675	1274	1913	2712	2871	2936	3296	1006	805
ENSG00000024048	UBR2	325	694	1629	945	802	1009	464	409	523	366	499	2	520	626	694
ENSG00000024422	EHD2	0	505	132	0	0	0	0	0	118	1	0	555	0	329	198
ENSG00000024526	DEPDC1	0	103	1	0	0	0	0	1	0	0	0	10	0	554	523
ENSG00000024862	CCDC28A	985	826	669	601	467	633	403	472	1107	740	1930	588	1547	735	470
ENSG00000025039	RRAGD	657	833	635	1164	0	2198	1224	685	300	977	802	79	1379	712	492
ENSG00000025156	HSF2	1	780	177	338	1	0	1	354	954	221	635	219	705	1000	963
ENSG00000025293	PHF20	487	2103	917	967	5605	77	3842	1153	1611	1269	1615	772	999	1960	2005
ENSG00000025423	HSD17B6	0	38	0	0	0	0	0	0	0	124	0	100	0	57	45
ENSG00000025434	NR1H3	2	88	13	219	0	0	0	62	3	86	101	39	11	145	232
ENSG00000025708	TYMP	659	999	4047	4322	6719	10792	18209	139	1948	1548	147	687	264	497	272
ENSG00000025770	NCAPH2	136	1130	516	98	2	16	1	389	185	192	115	406	330	745	519
ENSG00000025772	TOMM34	21	1918	1770	601	1	386	2	809	841	655	1157	758	1273	1900	1543
ENSG00000025796	SEC63	1012	1407	3751	2046	5931	2200	52	3979	2146	2580	3298	1799	4235	2643	3178
ENSG00000025800	KPNA6	1791	3859	1738	2075	461	1065	20	1968	1823	2277	3364	3240	2395	2958	3400
ENSG00000026025	VIM	539	3794	687	1245	4	419	6511	326	478	145	444	278	368	6800	5386
ENSG00000026036	RTEL1-TNFRSF6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000026103	FAS	2	77	0	264	0	0	95	0	195	77	12	136	68	107	112
ENSG00000026297	RNASET2	467	1826	2981	853	1107	3430	7177	1291	1389	779	611	1202	885	2044	1088
ENSG00000026508	CD44	2576	6050	6168	4001	1146	2657	10944	1951	3534	1394	773	2616	1802	6393	3715
ENSG00000026559	KCNG1	0	35	156	0	0	0	0	1	0	0	0	0	0	166	106
ENSG00000026652	AGPAT4	1	71	42	8	0	0	0	1	194	100	4	0	106	459	328
ENSG00000026751	SLAMF7	29	184	49	1727	0	0	2355	11	268	209	0	81	23	67	24
ENSG00000026950	BTN3A1	0	14	666	585	1	1	187	155	469	326	2	5	187	239	304
ENSG00000027001	MIPEP	110	505	304	107	190	1390	1	261	881	407	2488	746	673	338	295
ENSG00000027075	PRKCH	48	151	238	339	7	0	394	179	204	73	113	41	76	89	124
ENSG00000027644	INSRR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000027697	IFNGR1	198	32	665	140	1255	104	3023	186	25	34	144	145	53	331	87
ENSG00000027847	B4GALT7	224	493	329	250	0	1	2	781	488	257	620	427	831	654	457
ENSG00000027869	SH2D2A	0	319	0	102	0	0	1	0	106	0	106	0	53	97	67
ENSG00000028116	VRK2	290	329	211	376	1	0	424	493	157	194	512	217	431	306	215
ENSG00000028137	TNFRSF1B	599	533	15143	1602	16001	20645	39719	503	2789	1941	107	1553	655	714	590
ENSG00000028203	VEZT	375	654	121	418	0	2	0	361	67	440	419	300	753	706	912
ENSG00000028277	POU2F2	59	130	209	581	201	101	1	80	440	225	82	0	113	157	249
ENSG00000028310	BRD9	325	2686	1041	991	4	943	4	535	721	941	834	402	879	2760	2834
ENSG00000028528	SNX1	444	1463	773	1126	1999	948	460	1099	1717	923	1741	748	1753	1884	2154
ENSG00000028839	TBPL1	0	132	68	136	0	0	1	33	0	32	221	20	50	107	137
ENSG00000029153	ARNTL2	582	239	99	301	0	0	1	304	361	4	297	531	117	397	100
ENSG00000029363	BCLAF1	1593	4443	1420	1607	6052	34	2021	3407	2017	2934	3401	1760	2781	4304	3753
ENSG00000029364	SLC39A9	893	1616	1444	1080	1651	1580	1029	1249	1883	1106	2412	969	1352	1587	950
ENSG00000029534	ANK1	0	17	0	0	0	0	1	42	0	0	26	117	123	29	61
ENSG00000029559	IBSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639	TFB1M	2	310	813	25	0	1210	2	7	303	17	39	173	115	551	413
ENSG00000029725	RABEP1	522	1628	204	218	2	0	115	568	615	804	582	778	887	1228	1742
ENSG00000029993	HMGB3	246	848	3046	418	1	844	4	776	363	1462	826	1133	586	1176	1380
ENSG00000030066	NUP160	1	199	201	147	1078	19	0	203	33	71	280	1	168	485	629
ENSG00000030110	BAK1	3	374	506	951	9	1173	1	136	31	282	346	941	206	262	199
ENSG00000030304	MUSK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000030419	IKZF2	944	793	379	1797	2107	607	3	892	1763	1801	2458	588	1659	868	558
ENSG00000030582	GRN	4334	5913	9206	5925	2492	3090	4069	3952	3380	3349	2075	6891	3082	3567	2228
ENSG00000031003	FAM13B	1073	630	215	182	4526	1	1596	141	231	30	228	329	161	310	338
ENSG00000031081	ARHGAP31	134	184	323	501	1	0	2	6	59	1	0	116	40	95	71
ENSG00000031691	CENPQ	0	339	50	146	0	0	1	64	1	0	52	10	98	254	410
ENSG00000031698	SARS1	914	1504	1695	841	1	863	1069	1369	1367	676	1185	1471	1281	2195	2413
ENSG00000031823	RANBP3	534	742	425	173	312	4	1070	480	135	426	372	1678	346	956	480
ENSG00000032219	ARID4A	1675	1877	2515	1728	2553	202	2477	576	1326	1312	1112	754	1427	1607	1737
ENSG00000032389	EIPR1	447	397	456	344	64	2	2	113	406	654	320	3	108	683	429
ENSG00000032444	PNPLA6	0	361	114	242	1	0	2163	1	10	5	0	244	79	201	147
ENSG00000032742	IFT88	4	195	206	304	0	0	405	109	605	427	341	0	148	401	237
ENSG00000033011	ALG1	109	432	11	471	1	2	1	312	1	658	252	648	210	279	159
ENSG00000033030	ZCCHC8	1105	997	7	182	183	1	3	425	409	135	462	233	227	731	637
ENSG00000033050	ABCF2	278	489	598	17	0	1	188	450	79	356	526	632	272	1309	880
ENSG00000033100	CHPF2	4	1466	1643	693	3	0	707	899	365	440	641	568	444	1331	667
ENSG00000033122	LRRC7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
ENSG00000033170	FUT8	0	338	403	209	1	0	0	30	210	10	0	22	252	223	416
ENSG00000033178	UBA6	1077	1141	291	2580	778	7	3	563	863	1070	889	214	643	1416	1171
ENSG00000033327	GAB2	381	1004	2727	323	5972	3657	1919	889	615	745	177	3	346	392	664
ENSG00000033627	ATP6V0A1	504	1344	1733	510	4	167	1250	387	135	731	250	293	524	817	589
ENSG00000033800	PIAS1	362	946	656	624	3496	2	1547	820	683	956	687	132	583	862	862
ENSG00000033867	SLC4A7	334	2557	403	259	0	312	3	909	497	670	788	1005	716	2291	2614
ENSG00000034053	APBA2	0	278	0	1	0	0	0	1	0	0	0	10	0	235	217
ENSG00000034152	MAP2K3	1033	785	1084	2139	7807	5324	7730	1698	3226	1237	678	1557	1197	991	676
ENSG00000034239	EFCAB1	4	282	30	32	0	0	0	117	626	421	1635	190	1924	173	62
ENSG00000034510	TMSB10	4489	11942	13826	13097	2657	4474	6681	7491	7633	5719	5692	12520	4676	14750	6863
ENSG00000034533	ASTE1	0	1	0	0	0	0	0	104	0	162	1	0	103	39	69
ENSG00000034677	RNF19A	760	1608	387	1010	83	194	0	1376	705	638	2031	699	1404	988	950
ENSG00000034693	PEX3	3	59	68	28	0	0	0	56	5	161	217	3	301	253	102
ENSG00000034713	GABARAPL2	420	1680	1141	947	2283	624	3681	1441	1542	1609	1268	1029	1267	1885	1273
ENSG00000034971	MYOC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115	SH3YL1	600	750	394	1263	1813	2	2	27	703	143	514	490	606	520	358
ENSG00000035141	FAM136A	207	550	1243	505	0	1827	5	472	234	144	745	178	405	797	792
ENSG00000035403	VCL	599	2733	2300	1605	952	351	1448	489	716	1550	1277	1617	522	1474	1178
ENSG00000035499	DEPDC1B	0	15	0	0	0	0	0	43	109	0	0	0	0	385	222
ENSG00000035664	DAPK2	3	79	385	286	0	344	651	113	188	196	147	472	335	131	66
ENSG00000035681	NSMAF	329	508	406	60	1778	1032	5307	278	791	176	256	528	116	788	513
ENSG00000035687	ADSS2	657	1209	354	1546	1160	5	953	1571	1491	1756	1842	1159	1148	1225	1003
ENSG00000035720	STAP1	125	16	0	0	0	0	0	0	0	94	0	0	0	0	0
ENSG00000035862	TIMP2	2207	6500	5749	1849	2768	1609	7406	804	1225	2119	955	2056	1016	6906	5975
ENSG00000035928	RFC1	570	1464	109	1088	1700	6	203	1231	1389	783	921	1053	1493	3003	2662
ENSG00000036054	TBC1D23	386	626	472	147	188	5	152	245	340	380	420	602	456	509	449
ENSG00000036257	CUL3	678	997	1295	482	0	4	138	806	985	987	1242	1757	1038	1085	786
ENSG00000036448	MYOM2	0	72	144	0	0	0	0	106	57	37	1	0	166	140	98
ENSG00000036473	OTC	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000036530	CYP46A1	0	575	0	0	0	0	0	86	0	0	0	0	0	112	106
ENSG00000036549	AC118549.1	11	875	47	363	0	2	0	117	31	117	188	506	450	1043	841
ENSG00000036565	SLC18A1	0	42	0	0	0	0	1	1	0	0	0	0	0	1	37
ENSG00000036672	USP2	0	2	138	247	1	0	1	37	4	70	465	0	355	124	63
ENSG00000036828	CASR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037042	TUBG2	0	150	98	159	0	0	0	170	148	0	0	1	110	286	163
ENSG00000037241	RPL26L1	1	306	328	166	0	1023	1	418	145	204	148	201	395	725	399
ENSG00000037280	FLT4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ENSG00000037474	NSUN2	189	575	442	679	7	213	0	805	550	554	722	717	653	1319	1326
ENSG00000037637	FBXO42	2	397	291	229	1	1	908	60	138	107	225	183	279	396	450
ENSG00000037749	MFAP3	43	359	0	98	0	1	0	35	39	0	0	4	27	105	134
ENSG00000037757	MRI1	3	364	9	50	1045	3	2	53	218	157	0	3	182	281	228
ENSG00000037897	METTL1	0	656	532	22	0	0	0	6	198	0	260	507	108	359	270
ENSG00000037965	HOXC8	0	86	0	0	1	0	0	0	0	0	0	0	0	255	153
ENSG00000038002	AGA	204	1010	728	1081	0	4	671	1035	1115	82	1073	1692	967	768	424
ENSG00000038210	PI4K2B	0	35	13	345	36	0	0	136	141	7	41	0	150	333	165
ENSG00000038219	BOD1L1	1346	3534	4122	1785	8340	6323	4867	2356	2493	3332	3414	1099	2700	4148	4174
ENSG00000038274	MAT2B	38	1128	543	929	4	1057	433	266	589	514	600	744	797	602	590
ENSG00000038295	TLL1	0	0	122	0	0	0	0	43	6	0	9	0	3	0	1
ENSG00000038358	EDC4	119	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ENSG00000038382	TRIO	433	923	3	957	3243	10	1	501	264	24	1042	655	471	804	1074
ENSG00000038427	VCAN	1	558	1755	326	1603	1	333	2	3	3	310	123	306	1198	920
ENSG00000038532	CLEC16A	146	273	685	314	1	1	0	194	150	165	203	15	133	519	304
ENSG00000038945	MSR1	1	439	1013	709	0	0	2	0	209	227	155	9	48	54	33
ENSG00000039068	CDH1	2202	2559	927	6726	1089	3591	104	3341	10895	5257	9831	3061	8095	3372	2257
ENSG00000039123	MTREX	1204	2663	1718	1614	4	6	618	725	1164	843	1331	1650	1716	2361	3368
ENSG00000039139	DNAH5	5	1103	217	143	3322	2	2	171	1747	890	4831	402	2117	290	251
ENSG00000039319	ZFYVE16	2	465	984	1011	0	640	28	651	498	565	743	341	380	769	731
ENSG00000039523	RIPOR1	2	571	87	1	1	0	0	101	234	107	157	44	171	837	433
ENSG00000039537	C6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ENSG00000039560	RAI14	2256	2169	1979	2299	4518	4935	3	3099	3653	3537	3085	1462	2942	2285	1763
ENSG00000039600	SOX30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000039650	PNKP	1	342	235	147	1	1	0	0	241	9	0	0	178	324	618
ENSG00000039987	BEST2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040199	PHLPP2	0	4	13	0	0	1	0	0	100	23	207	0	9	102	122
ENSG00000040275	SPDL1	153	973	170	117	2	0	1	136	215	345	464	62	367	1462	1551
ENSG00000040341	STAU2	7	641	290	524	3	328	1	391	680	261	911	1036	1005	818	840
ENSG00000040487	SLC66A1	1	147	3	210	0	0	0	20	200	308	0	123	189	208	140
ENSG00000040531	CTNS	387	23	247	190	1	69	1	201	86	137	78	234	151	87	110
ENSG00000040608	RTN4R	0	258	0	1	0	0	0	55	1	51	0	67	92	115	59
ENSG00000040633	PHF23	203	416	397	989	2437	1334	35	253	336	282	963	683	759	705	470
ENSG00000040731	CDH10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ENSG00000040933	INPP4A	246	350	90	3	1	0	0	13	57	0	60	2	78	442	293
ENSG00000041353	RAB27B	1951	482	661	1284	2	791	5	851	876	1183	582	622	731	552	299
ENSG00000041357	PSMA4	1846	4267	2066	4044	561	557	2287	2151	3070	2338	3901	2995	3143	4263	4500
ENSG00000041515	MYO16	0	1	0	0	0	0	0	0	0	0	0	0	0	26	53
